Orthogroup	aus_nigra	nz_nigra
OG0000932		TRINITY_DN112200_c0_g1.p1, TRINITY_DN41567_c0_g1.p1, TRINITY_DN4393_c0_g1.p4, TRINITY_DN5538_c0_g1.p5, TRINITY_DN61353_c0_g1.p1, TRINITY_DN916_c0_g1.p1, TRINITY_DN916_c0_g2.p1, TRINITY_DN916_c0_g2.p6
OG0000933		TRINITY_DN113425_c0_g1.p1, TRINITY_DN14899_c0_g2.p2, TRINITY_DN14999_c0_g1.p7, TRINITY_DN16125_c0_g2.p1, TRINITY_DN21267_c0_g1.p4, TRINITY_DN3566_c1_g1.p15, TRINITY_DN39298_c4_g1.p1, TRINITY_DN4902_c0_g1.p3
OG0000934		TRINITY_DN11615_c0_g1.p1, TRINITY_DN14801_c0_g1.p1, TRINITY_DN22517_c0_g1.p1, TRINITY_DN28444_c0_g1.p1, TRINITY_DN28444_c1_g1.p1, TRINITY_DN32570_c0_g1.p1, TRINITY_DN43918_c0_g1.p1, TRINITY_DN72838_c0_g1.p1
OG0000935		TRINITY_DN118578_c0_g1.p1, TRINITY_DN13465_c0_g1.p7, TRINITY_DN13465_c0_g1.p8, TRINITY_DN15501_c0_g1.p6, TRINITY_DN2689_c0_g2.p1, TRINITY_DN30942_c0_g1.p6, TRINITY_DN3112_c0_g1.p10, TRINITY_DN3147_c1_g2.p8
OG0000936		TRINITY_DN123147_c0_g1.p1, TRINITY_DN141221_c0_g1.p1, TRINITY_DN1626_c0_g1.p1, TRINITY_DN23564_c0_g1.p1, TRINITY_DN2730_c3_g1.p1, TRINITY_DN6119_c0_g1.p2, TRINITY_DN81884_c0_g1.p1, TRINITY_DN92825_c0_g1.p1
OG0000937		TRINITY_DN124600_c0_g1.p2, TRINITY_DN13652_c0_g1.p1, TRINITY_DN19965_c0_g1.p1, TRINITY_DN351_c0_g1.p1, TRINITY_DN47439_c0_g1.p1, TRINITY_DN63079_c0_g1.p1, TRINITY_DN74428_c0_g1.p1, TRINITY_DN940_c0_g2.p3
OG0000938		TRINITY_DN12604_c0_g1.p1, TRINITY_DN12908_c0_g1.p2, TRINITY_DN13660_c0_g1.p1, TRINITY_DN13660_c0_g2.p1, TRINITY_DN152295_c0_g1.p1, TRINITY_DN33324_c0_g1.p1, TRINITY_DN3962_c1_g1.p1, TRINITY_DN7471_c0_g1.p1
OG0000939		TRINITY_DN13824_c0_g1.p2, TRINITY_DN14175_c0_g1.p3, TRINITY_DN1459_c0_g1.p2, TRINITY_DN1459_c0_g1.p4, TRINITY_DN22201_c0_g1.p1, TRINITY_DN22267_c0_g1.p3, TRINITY_DN22267_c0_g1.p4, TRINITY_DN22267_c0_g1.p7
OG0000940		TRINITY_DN140366_c0_g1.p1, TRINITY_DN21199_c0_g1.p1, TRINITY_DN24367_c0_g1.p1, TRINITY_DN25026_c0_g1.p1, TRINITY_DN27572_c0_g1.p1, TRINITY_DN37833_c0_g1.p1, TRINITY_DN56784_c0_g1.p1, TRINITY_DN72517_c0_g1.p1
OG0000941		TRINITY_DN155900_c0_g1.p1, TRINITY_DN34928_c0_g1.p1, TRINITY_DN4000_c0_g2.p3, TRINITY_DN4213_c0_g1.p1, TRINITY_DN4213_c0_g2.p1, TRINITY_DN59307_c0_g1.p1, TRINITY_DN7344_c0_g1.p2, TRINITY_DN9819_c0_g2.p2
OG0000942	TRINITY_DN10108_c0_g1.p1, TRINITY_DN118205_c0_g1.p1, TRINITY_DN327148_c0_g1.p1, TRINITY_DN327848_c0_g1.p1, TRINITY_DN41837_c0_g1.p1, TRINITY_DN500496_c0_g1.p2, TRINITY_DN608612_c0_g1.p1	
OG0000943	TRINITY_DN1016_c0_g1.p1	TRINITY_DN113184_c0_g1.p1, TRINITY_DN134729_c0_g1.p1, TRINITY_DN151453_c0_g1.p1, TRINITY_DN3459_c0_g1.p3, TRINITY_DN38721_c0_g1.p1, TRINITY_DN46539_c0_g1.p1
OG0000944	TRINITY_DN1020_c0_g1.p2, TRINITY_DN3690_c0_g1.p1, TRINITY_DN52114_c0_g1.p2, TRINITY_DN7821_c0_g1.p1	TRINITY_DN25674_c0_g1.p2, TRINITY_DN29928_c1_g2.p1, TRINITY_DN4008_c0_g1.p1
OG0000945	TRINITY_DN10217_c0_g2.p1, TRINITY_DN15037_c0_g1.p4, TRINITY_DN1957_c0_g1.p3, TRINITY_DN1957_c0_g1.p6	TRINITY_DN20477_c0_g1.p1, TRINITY_DN42_c0_g1.p1, TRINITY_DN7118_c0_g5.p1
OG0000946	TRINITY_DN10222_c0_g1.p1, TRINITY_DN16102_c0_g1.p1	TRINITY_DN17393_c0_g1.p1, TRINITY_DN17393_c0_g1.p2, TRINITY_DN17393_c0_g1.p3, TRINITY_DN21111_c0_g1.p2, TRINITY_DN64657_c0_g1.p1
OG0000947	TRINITY_DN102642_c0_g1.p1, TRINITY_DN350548_c0_g1.p1, TRINITY_DN445901_c0_g1.p1, TRINITY_DN6215_c0_g1.p4	TRINITY_DN10573_c0_g1.p2, TRINITY_DN32286_c0_g1.p1, TRINITY_DN8028_c0_g1.p4
OG0000948	TRINITY_DN1037_c3_g1.p4, TRINITY_DN1904_c0_g1.p1, TRINITY_DN1904_c0_g1.p2, TRINITY_DN330612_c0_g1.p1, TRINITY_DN43445_c0_g1.p1, TRINITY_DN442304_c0_g1.p1	TRINITY_DN3425_c0_g1.p1
OG0000949	TRINITY_DN10382_c0_g1.p2, TRINITY_DN10382_c0_g2.p1, TRINITY_DN1091_c0_g2.p2, TRINITY_DN1091_c0_g2.p3, TRINITY_DN13160_c1_g1.p1, TRINITY_DN94493_c0_g1.p1	TRINITY_DN91907_c0_g1.p1
OG0000950	TRINITY_DN10406_c0_g1.p3, TRINITY_DN10406_c0_g1.p4, TRINITY_DN10406_c1_g1.p1, TRINITY_DN10485_c0_g1.p3, TRINITY_DN15282_c2_g2.p1	TRINITY_DN4098_c0_g2.p5, TRINITY_DN58562_c0_g1.p1
OG0000951	TRINITY_DN10436_c0_g1.p1, TRINITY_DN16663_c0_g1.p1, TRINITY_DN17839_c0_g1.p1, TRINITY_DN9261_c0_g3.p1	TRINITY_DN11918_c0_g1.p1, TRINITY_DN19331_c0_g1.p1, TRINITY_DN26732_c0_g1.p1
OG0000952	TRINITY_DN1043_c0_g1.p1, TRINITY_DN2526_c1_g1.p4, TRINITY_DN2526_c1_g1.p9	TRINITY_DN3163_c0_g1.p1, TRINITY_DN4960_c0_g1.p3, TRINITY_DN4960_c0_g1.p4, TRINITY_DN94833_c0_g1.p1
OG0000953	TRINITY_DN10476_c0_g2.p1, TRINITY_DN198957_c0_g1.p1, TRINITY_DN35245_c0_g2.p1, TRINITY_DN415_c2_g1.p1	TRINITY_DN1619_c0_g1.p1, TRINITY_DN3036_c0_g1.p1, TRINITY_DN6899_c0_g1.p2
OG0000954	TRINITY_DN10506_c0_g1.p1, TRINITY_DN10506_c0_g2.p1, TRINITY_DN145595_c0_g2.p1, TRINITY_DN443021_c0_g1.p1, TRINITY_DN5862_c0_g2.p1, TRINITY_DN607347_c0_g1.p1	TRINITY_DN4419_c0_g3.p1
OG0000955	TRINITY_DN10586_c0_g1.p1	TRINITY_DN111790_c0_g1.p1, TRINITY_DN127645_c0_g1.p1, TRINITY_DN22656_c0_g1.p1, TRINITY_DN38469_c0_g1.p1, TRINITY_DN38469_c0_g1.p2, TRINITY_DN82209_c0_g1.p1
OG0000956	TRINITY_DN10588_c0_g1.p1, TRINITY_DN480518_c0_g1.p1, TRINITY_DN529309_c0_g1.p1	TRINITY_DN126184_c0_g1.p1, TRINITY_DN1376_c0_g1.p1, TRINITY_DN52929_c0_g1.p1, TRINITY_DN55550_c0_g1.p1
OG0000957	TRINITY_DN10589_c0_g1.p1, TRINITY_DN3144_c0_g2.p6, TRINITY_DN5176_c0_g1.p3	TRINITY_DN25401_c0_g1.p1, TRINITY_DN2547_c0_g1.p1, TRINITY_DN5670_c1_g2.p2, TRINITY_DN8205_c0_g1.p2
OG0000958	TRINITY_DN105914_c0_g1.p1, TRINITY_DN12900_c0_g1.p2, TRINITY_DN35047_c0_g2.p1	TRINITY_DN136582_c0_g1.p1, TRINITY_DN27761_c0_g1.p1, TRINITY_DN2823_c0_g1.p2, TRINITY_DN4744_c0_g1.p4
OG0000959	TRINITY_DN105924_c0_g1.p1	TRINITY_DN110635_c0_g1.p1, TRINITY_DN128984_c0_g1.p1, TRINITY_DN46598_c0_g1.p1, TRINITY_DN62057_c0_g1.p1, TRINITY_DN7625_c0_g2.p2, TRINITY_DN78278_c0_g1.p1
OG0000960	TRINITY_DN106021_c0_g1.p1, TRINITY_DN3116_c0_g1.p1, TRINITY_DN482028_c0_g1.p1	TRINITY_DN113967_c0_g1.p1, TRINITY_DN1837_c0_g1.p1, TRINITY_DN74777_c0_g1.p1, TRINITY_DN79736_c0_g1.p1
OG0000961	TRINITY_DN106644_c0_g1.p1, TRINITY_DN5364_c0_g1.p1, TRINITY_DN89073_c0_g1.p1, TRINITY_DN89073_c0_g2.p1	TRINITY_DN28512_c0_g1.p1, TRINITY_DN9442_c0_g1.p1, TRINITY_DN9442_c0_g1.p2
OG0000962	TRINITY_DN10681_c0_g1.p1, TRINITY_DN2268_c0_g1.p1	TRINITY_DN102098_c0_g1.p1, TRINITY_DN10210_c0_g1.p1, TRINITY_DN10210_c0_g1.p5, TRINITY_DN115931_c0_g1.p1, TRINITY_DN2035_c1_g1.p1
OG0000963	TRINITY_DN10683_c0_g1.p1, TRINITY_DN1740_c0_g1.p1, TRINITY_DN1740_c0_g1.p2	TRINITY_DN127888_c0_g1.p1, TRINITY_DN4219_c0_g1.p1, TRINITY_DN4219_c0_g1.p2, TRINITY_DN4219_c0_g1.p6
OG0000964	TRINITY_DN10747_c0_g2.p1, TRINITY_DN4559_c1_g1.p1	TRINITY_DN137864_c0_g1.p1, TRINITY_DN145564_c0_g1.p1, TRINITY_DN1661_c0_g1.p1, TRINITY_DN28826_c0_g1.p1, TRINITY_DN44696_c0_g1.p1
OG0000965	TRINITY_DN1081_c1_g1.p1, TRINITY_DN1081_c1_g1.p2, TRINITY_DN145376_c0_g1.p1, TRINITY_DN46476_c0_g1.p1, TRINITY_DN586057_c0_g1.p1	TRINITY_DN46105_c0_g1.p1, TRINITY_DN89665_c0_g1.p1
OG0000966	TRINITY_DN1088_c0_g1.p1, TRINITY_DN10948_c0_g2.p1, TRINITY_DN319497_c0_g1.p1, TRINITY_DN66482_c0_g2.p1	TRINITY_DN186_c0_g1.p1, TRINITY_DN3755_c0_g1.p1, TRINITY_DN90658_c0_g1.p1
OG0000967	TRINITY_DN108965_c0_g1.p1, TRINITY_DN118119_c0_g1.p1, TRINITY_DN15509_c1_g1.p1, TRINITY_DN190834_c1_g1.p1, TRINITY_DN204416_c0_g1.p1, TRINITY_DN27738_c0_g2.p1, TRINITY_DN43687_c0_g1.p1	
OG0000968	TRINITY_DN1090_c0_g1.p1, TRINITY_DN13539_c0_g1.p1, TRINITY_DN13539_c0_g1.p5, TRINITY_DN13539_c0_g2.p1, TRINITY_DN13539_c0_g2.p2	TRINITY_DN180_c1_g1.p1, TRINITY_DN5824_c0_g1.p1
OG0000969	TRINITY_DN10946_c0_g1.p1, TRINITY_DN199386_c0_g1.p1, TRINITY_DN44115_c0_g2.p1, TRINITY_DN572_c0_g1.p1	TRINITY_DN143396_c0_g1.p1, TRINITY_DN5056_c0_g1.p4, TRINITY_DN9945_c0_g2.p1
OG0000970	TRINITY_DN11092_c1_g1.p1, TRINITY_DN13964_c0_g1.p3, TRINITY_DN2190_c0_g2.p1, TRINITY_DN25648_c0_g1.p1	TRINITY_DN22791_c0_g1.p1, TRINITY_DN2858_c0_g2.p1, TRINITY_DN5464_c0_g1.p1
OG0000971	TRINITY_DN11095_c2_g1.p3, TRINITY_DN4991_c0_g1.p1	TRINITY_DN16785_c0_g1.p1, TRINITY_DN25476_c0_g1.p1, TRINITY_DN25476_c0_g1.p2, TRINITY_DN3239_c1_g1.p1, TRINITY_DN3263_c0_g1.p2
OG0000972	TRINITY_DN111244_c0_g1.p3, TRINITY_DN11_c0_g1.p1, TRINITY_DN4221_c0_g1.p2	TRINITY_DN2641_c0_g1.p2, TRINITY_DN5539_c0_g1.p1, TRINITY_DN5539_c0_g1.p2, TRINITY_DN5539_c0_g1.p3
OG0000973	TRINITY_DN1125_c0_g2.p1, TRINITY_DN272742_c0_g1.p1, TRINITY_DN347468_c0_g1.p1, TRINITY_DN5160_c0_g1.p1	TRINITY_DN137222_c0_g1.p1, TRINITY_DN143136_c0_g1.p1, TRINITY_DN4150_c0_g1.p1
OG0000974	TRINITY_DN112611_c0_g1.p1, TRINITY_DN1908_c0_g1.p2, TRINITY_DN26287_c0_g1.p2, TRINITY_DN8099_c0_g1.p2, TRINITY_DN81950_c0_g2.p1	TRINITY_DN6481_c0_g1.p2, TRINITY_DN810_c0_g2.p1
OG0000975	TRINITY_DN1126_c0_g1.p1, TRINITY_DN17901_c0_g2.p1, TRINITY_DN491525_c0_g1.p1	TRINITY_DN3626_c0_g1.p1, TRINITY_DN37920_c0_g1.p1, TRINITY_DN54_c0_g2.p1, TRINITY_DN79925_c0_g1.p1
OG0000976	TRINITY_DN112_c0_g1.p2, TRINITY_DN25060_c1_g1.p1, TRINITY_DN44588_c0_g1.p2	TRINITY_DN14219_c0_g1.p2, TRINITY_DN20127_c0_g1.p3, TRINITY_DN9823_c0_g1.p3, TRINITY_DN9823_c0_g1.p9
OG0000977	TRINITY_DN113008_c0_g1.p1, TRINITY_DN43934_c1_g1.p1, TRINITY_DN9758_c0_g1.p3	TRINITY_DN22646_c0_g1.p1, TRINITY_DN3444_c0_g3.p1, TRINITY_DN89556_c0_g1.p1, TRINITY_DN9553_c0_g1.p2
OG0000978	TRINITY_DN11302_c0_g3.p3	TRINITY_DN19888_c0_g1.p2, TRINITY_DN2616_c0_g1.p3, TRINITY_DN2616_c0_g1.p7, TRINITY_DN2616_c0_g1.p8, TRINITY_DN2616_c0_g2.p1, TRINITY_DN46615_c0_g1.p1
OG0000979	TRINITY_DN113077_c0_g1.p1, TRINITY_DN113077_c0_g2.p1, TRINITY_DN6256_c0_g1.p1	TRINITY_DN12111_c0_g1.p2, TRINITY_DN3662_c0_g1.p2, TRINITY_DN52460_c0_g1.p1, TRINITY_DN7502_c0_g2.p2
OG0000980	TRINITY_DN11315_c0_g1.p1, TRINITY_DN246_c0_g1.p2, TRINITY_DN380_c0_g1.p3, TRINITY_DN427417_c0_g1.p1	TRINITY_DN13055_c0_g1.p1, TRINITY_DN2063_c0_g1.p1, TRINITY_DN728_c0_g1.p1
OG0000981	TRINITY_DN113290_c0_g1.p1, TRINITY_DN2929_c2_g1.p1	TRINITY_DN28388_c0_g1.p2, TRINITY_DN551_c0_g7.p2, TRINITY_DN58172_c0_g1.p1, TRINITY_DN8453_c0_g1.p4, TRINITY_DN8780_c0_g1.p1
OG0000982	TRINITY_DN1134_c0_g1.p3, TRINITY_DN1134_c0_g1.p5, TRINITY_DN25283_c0_g1.p1	TRINITY_DN11942_c0_g1.p1, TRINITY_DN18703_c1_g2.p1, TRINITY_DN24748_c0_g2.p1, TRINITY_DN7022_c0_g1.p2
OG0000983	TRINITY_DN113559_c0_g1.p1, TRINITY_DN18732_c0_g1.p1, TRINITY_DN326286_c0_g1.p2, TRINITY_DN32960_c0_g1.p2, TRINITY_DN582165_c0_g1.p1, TRINITY_DN71715_c0_g1.p2	TRINITY_DN46853_c0_g1.p1
OG0000984	TRINITY_DN11428_c0_g1.p1, TRINITY_DN60933_c0_g1.p1, TRINITY_DN60933_c0_g1.p2, TRINITY_DN9147_c0_g1.p1	TRINITY_DN12588_c0_g1.p2, TRINITY_DN17653_c0_g1.p1, TRINITY_DN4171_c7_g1.p1
OG0000985	TRINITY_DN114534_c0_g1.p5	TRINITY_DN12890_c2_g1.p2, TRINITY_DN15073_c1_g3.p1, TRINITY_DN15073_c1_g4.p1, TRINITY_DN18373_c0_g3.p1, TRINITY_DN18720_c1_g1.p1, TRINITY_DN33497_c1_g5.p1
OG0000986	TRINITY_DN114758_c0_g2.p1, TRINITY_DN145323_c0_g1.p1, TRINITY_DN1504_c0_g1.p3, TRINITY_DN1933_c0_g1.p2, TRINITY_DN2069_c0_g1.p2	TRINITY_DN682_c0_g1.p4, TRINITY_DN9279_c0_g1.p1
OG0000987	TRINITY_DN115508_c0_g1.p1, TRINITY_DN12984_c0_g3.p1, TRINITY_DN223344_c0_g1.p1, TRINITY_DN352641_c0_g1.p1	TRINITY_DN102976_c0_g1.p1, TRINITY_DN36526_c0_g1.p2, TRINITY_DN9299_c0_g1.p1
OG0000988	TRINITY_DN11572_c0_g1.p2, TRINITY_DN63038_c0_g2.p1	TRINITY_DN11759_c0_g1.p1, TRINITY_DN11840_c1_g1.p2, TRINITY_DN2537_c1_g1.p2, TRINITY_DN91372_c0_g1.p1, TRINITY_DN9629_c0_g2.p2
OG0000989	TRINITY_DN11631_c0_g1.p5, TRINITY_DN39177_c0_g1.p1	TRINITY_DN1616_c0_g1.p1, TRINITY_DN16747_c0_g1.p3, TRINITY_DN29979_c0_g1.p1, TRINITY_DN29979_c0_g2.p1, TRINITY_DN5791_c0_g2.p2
OG0000990	TRINITY_DN11640_c0_g1.p1, TRINITY_DN140448_c0_g1.p1, TRINITY_DN385364_c0_g1.p1	TRINITY_DN141891_c0_g1.p1, TRINITY_DN2859_c0_g1.p1, TRINITY_DN3682_c0_g1.p3, TRINITY_DN39159_c0_g1.p1
OG0000991	TRINITY_DN1164_c0_g1.p1, TRINITY_DN1867_c0_g1.p2, TRINITY_DN4581_c0_g1.p1	TRINITY_DN23760_c0_g1.p1, TRINITY_DN767_c3_g2.p2, TRINITY_DN9163_c0_g1.p1, TRINITY_DN9163_c0_g2.p1
OG0000992	TRINITY_DN1165_c0_g1.p1, TRINITY_DN3203_c0_g1.p2, TRINITY_DN8120_c0_g2.p1	TRINITY_DN13227_c0_g1.p1, TRINITY_DN14588_c0_g1.p1, TRINITY_DN821_c0_g1.p5, TRINITY_DN8510_c0_g1.p3
OG0000993	TRINITY_DN11671_c0_g1.p3, TRINITY_DN594278_c0_g1.p1, TRINITY_DN844_c2_g1.p1, TRINITY_DN894_c1_g1.p1	TRINITY_DN13083_c0_g1.p1, TRINITY_DN23741_c0_g1.p1, TRINITY_DN4811_c0_g1.p2
OG0000994	TRINITY_DN11685_c0_g1.p1, TRINITY_DN377470_c0_g1.p1, TRINITY_DN5230_c0_g1.p1, TRINITY_DN536128_c0_g1.p1, TRINITY_DN559117_c0_g1.p2	TRINITY_DN11125_c0_g1.p1, TRINITY_DN8349_c0_g1.p1
OG0000995	TRINITY_DN11688_c0_g1.p1, TRINITY_DN11688_c0_g1.p2, TRINITY_DN479923_c0_g1.p1, TRINITY_DN6810_c0_g1.p2, TRINITY_DN696_c0_g1.p1	TRINITY_DN10245_c0_g1.p1, TRINITY_DN5654_c0_g1.p1
OG0000996	TRINITY_DN1169_c0_g1.p3, TRINITY_DN1512_c0_g1.p5, TRINITY_DN362113_c0_g1.p1, TRINITY_DN546769_c0_g1.p2	TRINITY_DN17216_c0_g1.p1, TRINITY_DN4578_c0_g1.p5, TRINITY_DN8882_c0_g2.p1
OG0000997	TRINITY_DN11796_c0_g1.p3, TRINITY_DN5260_c0_g1.p1, TRINITY_DN6174_c0_g1.p1	TRINITY_DN2201_c0_g3.p1, TRINITY_DN2201_c0_g6.p1, TRINITY_DN6519_c0_g2.p1, TRINITY_DN9957_c0_g1.p2
OG0000998	TRINITY_DN11812_c0_g1.p1	TRINITY_DN23534_c0_g1.p1, TRINITY_DN39856_c0_g1.p1, TRINITY_DN48724_c0_g1.p1, TRINITY_DN5203_c1_g2.p1, TRINITY_DN56928_c0_g1.p1, TRINITY_DN68470_c0_g1.p2
OG0000999	TRINITY_DN1190_c0_g1.p1, TRINITY_DN1190_c0_g2.p1	TRINITY_DN1060_c0_g2.p3, TRINITY_DN112347_c0_g1.p1, TRINITY_DN6036_c0_g1.p1, TRINITY_DN6036_c0_g2.p1, TRINITY_DN63322_c0_g1.p1
OG0001000	TRINITY_DN11934_c0_g1.p1, TRINITY_DN34230_c0_g2.p1, TRINITY_DN57_c7_g1.p2, TRINITY_DN7842_c0_g1.p2, TRINITY_DN8284_c0_g1.p1	TRINITY_DN20874_c0_g2.p1, TRINITY_DN989_c0_g1.p1
OG0001001	TRINITY_DN11955_c0_g1.p7, TRINITY_DN11955_c3_g1.p1, TRINITY_DN150940_c0_g1.p1, TRINITY_DN375046_c0_g1.p2, TRINITY_DN48618_c0_g1.p1, TRINITY_DN48618_c0_g2.p1, TRINITY_DN48618_c1_g3.p1	
OG0001002	TRINITY_DN1195_c1_g1.p1	TRINITY_DN14514_c0_g1.p2, TRINITY_DN22009_c0_g1.p1, TRINITY_DN46677_c0_g1.p1, TRINITY_DN46677_c0_g2.p1, TRINITY_DN49948_c0_g1.p1, TRINITY_DN9174_c0_g1.p2
OG0001003	TRINITY_DN11995_c0_g1.p2, TRINITY_DN6256_c0_g2.p1	TRINITY_DN10033_c0_g1.p2, TRINITY_DN2463_c0_g1.p2, TRINITY_DN25313_c0_g1.p1, TRINITY_DN5374_c0_g1.p4, TRINITY_DN78431_c0_g1.p1
OG0001004	TRINITY_DN1199_c0_g1.p1, TRINITY_DN6323_c1_g1.p1, TRINITY_DN66248_c1_g1.p1	TRINITY_DN133_c0_g1.p1, TRINITY_DN133_c0_g1.p2, TRINITY_DN5896_c0_g2.p1, TRINITY_DN69_c0_g1.p1
OG0001005	TRINITY_DN12008_c1_g1.p1, TRINITY_DN7648_c0_g5.p2, TRINITY_DN8797_c0_g1.p1	TRINITY_DN10092_c0_g1.p1, TRINITY_DN1739_c0_g1.p1, TRINITY_DN570_c0_g2.p1, TRINITY_DN6929_c0_g1.p1
OG0001006	TRINITY_DN12041_c0_g1.p1, TRINITY_DN12041_c0_g1.p3, TRINITY_DN12041_c1_g1.p1	TRINITY_DN24132_c0_g1.p3, TRINITY_DN480_c2_g1.p2, TRINITY_DN480_c2_g1.p3, TRINITY_DN7719_c0_g1.p1
OG0001007	TRINITY_DN12068_c0_g1.p2, TRINITY_DN2301_c0_g1.p2, TRINITY_DN260976_c0_g1.p1	TRINITY_DN148718_c0_g1.p1, TRINITY_DN3820_c1_g1.p1, TRINITY_DN5489_c0_g1.p2, TRINITY_DN7924_c0_g1.p1
OG0001008	TRINITY_DN121199_c0_g1.p1, TRINITY_DN154967_c0_g1.p1, TRINITY_DN330462_c0_g1.p1, TRINITY_DN547146_c0_g1.p1, TRINITY_DN587359_c0_g1.p1, TRINITY_DN597648_c0_g1.p1, TRINITY_DN75511_c0_g1.p1	
OG0001009	TRINITY_DN121468_c0_g1.p2, TRINITY_DN59390_c0_g2.p1, TRINITY_DN59390_c0_g3.p1, TRINITY_DN9871_c0_g1.p1, TRINITY_DN9969_c0_g1.p3	TRINITY_DN13747_c0_g2.p1, TRINITY_DN71716_c0_g1.p1
OG0001010	TRINITY_DN12172_c0_g1.p1, TRINITY_DN12172_c0_g2.p1, TRINITY_DN12172_c1_g1.p1, TRINITY_DN46669_c0_g3.p1, TRINITY_DN477573_c0_g1.p1	TRINITY_DN5278_c0_g2.p1, TRINITY_DN5278_c1_g2.p1
OG0001011	TRINITY_DN12191_c0_g1.p1, TRINITY_DN2773_c0_g1.p1, TRINITY_DN34468_c0_g1.p1, TRINITY_DN34468_c0_g2.p1, TRINITY_DN378108_c0_g1.p1	TRINITY_DN1519_c0_g1.p2, TRINITY_DN8851_c0_g1.p1
OG0001012	TRINITY_DN12216_c0_g1.p1, TRINITY_DN1974_c0_g1.p3, TRINITY_DN721_c0_g1.p1	TRINITY_DN2320_c0_g2.p1, TRINITY_DN38448_c0_g1.p1, TRINITY_DN4617_c0_g1.p1, TRINITY_DN5284_c0_g1.p1
OG0001013	TRINITY_DN12220_c0_g1.p1	TRINITY_DN135975_c0_g1.p1, TRINITY_DN13848_c0_g3.p1, TRINITY_DN1828_c0_g2.p1, TRINITY_DN19997_c0_g1.p1, TRINITY_DN23147_c0_g1.p1, TRINITY_DN405_c0_g1.p2
OG0001014	TRINITY_DN1225_c0_g1.p1, TRINITY_DN1225_c0_g2.p1, TRINITY_DN2654_c0_g1.p2, TRINITY_DN8644_c0_g1.p2, TRINITY_DN8644_c0_g2.p2	TRINITY_DN1572_c0_g1.p5, TRINITY_DN23316_c0_g1.p1
OG0001015	TRINITY_DN12277_c0_g1.p1, TRINITY_DN17777_c0_g1.p2, TRINITY_DN3518_c0_g1.p1	TRINITY_DN1307_c0_g2.p1, TRINITY_DN19705_c0_g1.p2, TRINITY_DN4678_c0_g1.p1, TRINITY_DN7287_c0_g1.p1
OG0001016	TRINITY_DN122822_c0_g1.p1, TRINITY_DN19448_c2_g1.p1, TRINITY_DN22904_c0_g1.p1, TRINITY_DN51983_c0_g1.p1, TRINITY_DN55366_c0_g1.p1, TRINITY_DN6126_c0_g1.p3, TRINITY_DN9273_c0_g1.p1	
OG0001017	TRINITY_DN1228_c0_g1.p1, TRINITY_DN22595_c0_g1.p1, TRINITY_DN743_c1_g1.p1	TRINITY_DN2272_c0_g1.p1, TRINITY_DN2272_c0_g1.p2, TRINITY_DN2272_c0_g1.p5, TRINITY_DN3220_c0_g1.p1
OG0001018	TRINITY_DN12293_c0_g1.p1, TRINITY_DN488464_c0_g1.p1	TRINITY_DN12064_c0_g1.p2, TRINITY_DN143364_c0_g1.p1, TRINITY_DN22392_c4_g1.p1, TRINITY_DN23025_c0_g1.p1, TRINITY_DN71933_c0_g1.p1
OG0001019	TRINITY_DN12300_c0_g3.p1	TRINITY_DN123844_c0_g1.p1, TRINITY_DN135171_c0_g1.p1, TRINITY_DN16738_c0_g2.p2, TRINITY_DN46181_c0_g1.p1, TRINITY_DN75344_c0_g1.p1, TRINITY_DN94832_c0_g1.p1
OG0001020	TRINITY_DN123379_c0_g1.p1, TRINITY_DN123379_c0_g2.p1, TRINITY_DN158364_c0_g1.p1, TRINITY_DN173618_c0_g1.p1, TRINITY_DN326730_c0_g1.p1, TRINITY_DN477641_c0_g1.p1, TRINITY_DN65129_c0_g1.p1	
OG0001021	TRINITY_DN1234_c0_g1.p1, TRINITY_DN2167_c0_g1.p1, TRINITY_DN294889_c0_g1.p1, TRINITY_DN7643_c0_g1.p2	TRINITY_DN21601_c1_g1.p1, TRINITY_DN21601_c1_g1.p5, TRINITY_DN21601_c1_g1.p6
OG0001022	TRINITY_DN12367_c0_g1.p6, TRINITY_DN263791_c0_g1.p1, TRINITY_DN3734_c0_g1.p2, TRINITY_DN444211_c0_g1.p1, TRINITY_DN5321_c0_g1.p4	TRINITY_DN12161_c0_g1.p6, TRINITY_DN36635_c0_g2.p2
OG0001023	TRINITY_DN12416_c1_g1.p1, TRINITY_DN17834_c0_g1.p3, TRINITY_DN20972_c0_g1.p1, TRINITY_DN50804_c0_g1.p1	TRINITY_DN15200_c2_g2.p1, TRINITY_DN33673_c0_g1.p1, TRINITY_DN5577_c1_g1.p3
OG0001024	TRINITY_DN124806_c0_g2.p1, TRINITY_DN1642_c0_g1.p7, TRINITY_DN355883_c0_g1.p1	TRINITY_DN147194_c0_g1.p1, TRINITY_DN210_c0_g2.p1, TRINITY_DN210_c0_g6.p1, TRINITY_DN53264_c0_g1.p1
OG0001025	TRINITY_DN12483_c0_g1.p1, TRINITY_DN12483_c0_g1.p9, TRINITY_DN12483_c0_g2.p1, TRINITY_DN31536_c0_g1.p1	TRINITY_DN5300_c1_g1.p2, TRINITY_DN9167_c0_g1.p1, TRINITY_DN9167_c0_g1.p2
